gene_name,gene_synonym
AC105105.1,nan
AC002486.1,nan
SPDYE2B,nan
BZW1,BZAP45|KIAA0005
MIR4258,hsa-mir-4258
IL31RA,IL-31RA|CRL|CRL3|GLM-R|Glmr
AC141586.4,nan
AC020978.6,nan
GAPDHP19,nan
CR392039.1,nan
ADGRA1,KIAA1828|GPR123
AL442128.2,nan
RSPO2,MGC35555
AC138894.2,nan
MAP1B,MAP5|PPP1R102
ATP5ME,ATP5I
AP006216.2,nan
OR2AI1P,nan
HMOX1,HO-1|bK286B10
AC068985.2,nan
ACTL6B,BAF53B|ACTL6
PNPLA5,dJ388M5.4|GS2L
LAT,LAT1
AP001000.1,nan
AL365400.2,nan
RNA5SP86,RN5S86
RPS3,FLJ27450|FLJ26283|MGC87870|S3
AC011604.1,nan
BX908732.1,nan
AL359751.1,nan
RN7SL624P,nan
LINC00958,nan
VDAC1P6,nan
AC127029.3,nan
IGLV1-41,nan
PIAS1,ZMIZ3|GBP|DDXBP1|GU/RH-II
SLC18A3,VACHT
AC009136.1,nan
BPIFB1,bA49G10.6|dJ1187J4.1|C20orf114|VEMSGP|LPLUNC1|MGC14597
AC138409.3,nan
LYRM7,MZM1L|FLJ20796|C5orf31
AC092802.4,nan
LINC02443,nan
AC099677.2,nan
AC064853.2,nan
AC068733.1,nan
CNTNAP3P2,nan
AC009779.5,nan
AC005618.2,nan
TVP23C,FAM18B2|MGC8763
AC022494.1,nan
AC008740.2,nan
SAMD4A,SAMD4|SMGA|hSmaug1|SMG|KIAA1053|DKFZP434H0350|Smaug
GPRASP2,p60TRP|FLJ37327|ARMCX5-GPRASP2-BHLHB9-LINC00630|GASP2|bHLHb9
AC009120.6,nan
AC090164.5,nan
AC099786.2,nan
PDE8A,HsT19550
CPA5,nan
AC073648.7,nan
RUNDC3A,RPIP8|RAP2IP
DHFR,nan
AC234782.3,nan
PRDX1,PAGA|NKEFA
BAD,BBC2|BCL2L8
C1orf109,FLJ20508
AL359853.2,nan
AC107958.2,nan
CR392039.5,nan
AC020915.1,nan
LINC01559,C12orf36|FLJ33810
AC108452.1,nan
BHLHE40,bHLHe40|SHARP2|DEC1|BHLHB2|Clast5|STRA13
SPINDOC,SPIN-DOC|C11orf84
MIR507,MIRN507|hsa-mir-507
AC018553.2,nan
AL355076.2,nan
RNU6-728P,nan
MIR4686,hsa-mir-4686
PAQR9,FLJ41938
AC079052.1,nan
AC138932.5,nan
NAIPP4,nan
AL451123.1,nan
MIR217HG,MIR216AHG|MIR216BHG
AC092132.2,nan
AC148477.8,nan
BMS1P14,nan
ZBTB40-IT1,nan
TTC8,BBS8|RP51
RAD54L,RAD54A|hHR54|hRAD54
AP004290.1,nan
AC090018.2,nan
LINC02303,TRMP
NHP2P2,TCAG_30283
SCN2A,SCN2A1|HBSCII|HBSCI|SCN2A2|Nav1.2
AC120036.5,nan
PDLIM1P2,nan
AGAP12P,CTGLF12P|bA164N7.2
IGLV3-17,nan
AC235565.1,nan
C19orf38,HIDE1
PPIAP25,nan
UNC5B,UNC5H2|p53RDL1
AC138969.3,nan
YWHAZP1,YWHAZP
AP005212.1,nan
AC245100.8,nan
DUSP26,DUSP24|MGC1136
NCDN,NCDN-1|NCDN-2
RBBP4P5,nan
AC092824.1,nan
TIMM50,TIM50L|TIM50
AL035078.2,nan
AC138907.6,nan
AC092296.1,nan
SUMO3,SMT3A|SMT3H1
PPOX,VP|PPO
FO680682.1,nan
Z92545.1,nan
AC104123.1,nan
RNU6-999P,nan
AC009549.1,nan
AL365394.1,nan
SPESP1,SP-ESP
AL158047.1,nan
AC007362.1,nan
CAPN10-DT,CAPN10-AS1|locus959
C5orf17,FLJ34836
TMEM212,FLJ23172
FZD10-AS1,FZD10-DT|FLJ31485
AC011825.4,nan
OBI1-AS1,POU4F1-AS1|RNF219-AS1
CHCHD2P6,nan
UGT2B11,nan
AL731569.1,nan
DYNLL1P7,nan
Z82249.1,nan
AL139785.1,nan
AC006064.5,nan
UBE2C,UBCH10
NOTCH2,nan
AC010632.2,nan
AL441989.1,nan
AC112220.2,nan
AL390955.2,nan
AC061961.1,nan
AC080112.5,nan
FAM83D,CHICA|dJ616B8.3|C20orf129
AC007342.6,nan
HMGB3P2,dJ550H1.1|HMGB3L2|HMG4L2
RPSAP48,nan
AL359314.1,nan
AL672167.1,nan
ENTR1P1,SDCCAG3L|SDCCAG3P1
AC116655.1,nan
AC098657.3,nan
HTR1F,5-HT1F|HTR1EL
AC023141.12,nan
OR51C4P,nan
C17orf49,HEPIS|MGC49942|BAP18
AL161638.4,nan
AL139353.1,nan
NAP1L4P2,nan
RNU7-134P,nan
AC090616.5,nan
SENP7,nan
MIR218-1,hsa-mir-218-1|MIRN218-1
RELB,REL-B
AC007333.1,nan
AL627316.1,nan
LRRC75A,C17orf76|FAM211A|FLJ35696
AC092666.1,nan
FNDC1,FNDC2|KIAA1866|dJ322A24.1|bA243O10.1
RIPPLY3,DSCR6
OR51E1,OR51E1P|GPR136|GPR164|OR52A3P
HSPB8,HSP22|HspB8|H11|E2IG1|CMT2L
APOLD1,DKFZP434F0318|FLJ25138
AC019278.1,nan
PGBD5,FLJ11413|DKFZp761A0620
AC152007.1,nan
GU182345.1,nan
AC099565.1,nan
AC109925.1,nan
AP003100.3,nan
RPL21P38,nan
ZNF317,nan
AC079363.1,nan
AC137761.1,nan
KIR2DL4,103AS|CD158D|15.212
BX539320.1,nan
RNA5SP98,RN5S98
AP003419.1,nan
AC092718.2,nan
AC073332.1,nan
SNX12,nan
NSD3,WHSC1L1|FLJ20353|KMT3F|WHISTLE
CDC42EP4,KAIA1777|MGC3740|MGC17125|CEP4|BORG4
SHPRH,FLJ90837|KIAA2023|bA545I5.2
MIR30C1,MIRN30C1|hsa-mir-30c-1
AC026462.4,nan
AC090720.1,nan
PTPN2P2,nan
AC011477.5,nan
LINC02326,nan
LINC02623,nan
AL121899.4,nan
AC080188.1,nan
LINC02435,nan
AC235563.1,nan
IGHVIII-5-1,IGHV(III)-5-1
HBA1,HBA-T3
AP001002.1,nan
AL512430.3,nan
TREX1,AGS1|DRN3
AL133247.1,nan
OR9A2,nan
MIR1266,MIRN1266|hsa-mir-1266
RNU1-21P,nan
AL390755.2,nan
RBMY1KP,RBMY1K
RECQL,RecQ1|RecQL1
HIF1A-AS3,nan
RNU1-39P,nan
AC012676.2,nan
MIR4324,hsa-mir-4324
RN7SKP67,nan
IGLV4-3,nan
MTCO1P31,nan
RNA5SP40,RN5S40
RFC1,PO-GA|MHCBFB|A1|RFC140
AC005618.3,nan
AC005414.1,nan
AL133544.1,nan
RPL23AP64,nan
AC013437.1,nan
AL645929.1,nan
AC097639.2,nan
FBXO36-IT1,nan
AC270306.4,nan
AC105219.6,nan
AL139161.1,nan
AL033543.1,nan
HBP1,nan
RNU4-37P,nan
AC018692.2,nan
ZNRF2,RNF202
DLGAP5,KIAA0008|DLG1|HURP|DLG7
RALY,HNRPCL2|P542
C2orf49,MGC5509|asw
AC010327.8,nan
AP001425.1,nan
RAB23,nan
CYP11B2,ALDOS|CYP11BL|CPN2|P-450C18|P450aldo|CYP11B
PPP3CC,PP2Bgamma|CALNA3
AC012488.1,nan
CLCC1,MCLC
AC215522.3,nan
AL583836.1,nan
AC007098.2,nan
AL589765.4,nan
SULT1E1,EST|STE
RNU6-1008P,nan
CYFIP2,PIR121
GU182352.5,nan
AC092824.2,nan
MIR4433A,MIR4433|hsa-mir-4433
PRAMEF30P,nan
AL356273.5,nan
DCDC1,FLJ46154|DCDC5
CCDC159,nan
AF015262.1,nan
SNORD18B,U18B
LINC02038,nan
AC104850.2,nan
AC067968.2,nan
RNA5SP264,RN5S264
MANSC1,LOH12CR3|FLJ10298
LRIT1,FIGLER9|PAL|DKFZP434K091|LRRC21
AC092601.1,nan
RNU1-16P,U1.64
TGFA-IT1,nan
AL121750.1,nan
TACC2,AZU-1|ECTACC
NDUFA9,CI-39k|NDUFS2L|COQ11|SDR22E1
AC009220.2,nan
SNRPEP4,nan
AL110118.3,nan
SLK,STK2|KIAA0204|se20-9
STX18-IT1,nan
MEFV,MEF|FMF|TRIM20
AC095353.1,nan
AL135841.1,nan
AC243829.9,nan
RRN3P3,nan
RNU6-699P,nan
ARL1,ARFL1
PIH1D2,nan
MIR143,MIRN143|hsa-mir-143
AC239800.3,nan
CDC16,ANAPC6|CUT9|APC6
NEURL1,neu-1|NEURL|RNF67|h-neu
AC002486.2,nan
AL391099.1,nan
HOXA11,HOX1|HOX1I
AL355377.4,nan
GPN3,ATPBD1C|MGC14560
FCF1P2,nan
AL109984.1,nan
RNA5SP149,RN5S149
EPM2A,LDE|LD
UPF3B,UPF3BP1|MRX62|UPF3BP2|HUPF3B|RENT3B|UPF3X|UPF3BP3
RPL9P15,nan
IFITM5,BRIL|DSPA1|Hrmp1|fragilis4
AC019171.1,nan
CR759773.1,nan
AL133320.1,nan
AL354953.1,nan
AC004408.1,nan
RNU2-66P,nan
RNU6-760P,nan
LINC01555,FLJ35487|C1orf180
RN7SL570P,nan
AMD1,SAMDC
DPPA2,CT100|PESCRG1
TNRC18,TNRC18A|CAGL79|KIAA1856
CUBNP2,nan
LINC02812,nan
CLCN3,CLC3|ClC-3
AP000435.1,nan
FAM74A3,OTTHUMG00000067149
AC270267.1,nan
HMGN1P20,nan
IQCH-AS1,nan
CCBE1,KIAA1983|FLJ30681
RN7SKP124,nan
AC048344.3,nan
SLC9B1P2,NHEDC1P2
THSD1,TMTSP
AC243791.1,nan
AC188617.1,nan
AL132875.3,nan
ZNF641,FLJ31295
AL135923.2,nan
AC090013.1,nan
AC012493.1,nan
CDK11A,PITSLRE|CDK11-p110|CDC2L2|CDK11-p58|CDK11-p46|p58GTA|CDC2L3
MIR562,MIRN562|hsa-mir-562
WDSUB1,UBOX6|FLJ36175|WDSAM1
AC024560.4,nan
AL136982.3,nan
AL606490.5,nan
AC023481.1,nan
OR4F17,OR4F18|OR4F19|OR4F11P
OR7E47P,OR7E141
AC092183.1,nan
AC012314.18,nan
AC245128.11,nan
FECHP1,FECHP
AC087463.3,nan
SNORD115-45,HBII-52-45|SNORD115-48
IFNWP2,nan
AC023906.2,nan
MTERF1,MTERF
AC068831.1,nan
OR1D5,OR17-31
RN7SL253P,nan
AC076968.2,nan
NOP53,GLTSCR2|PICT1|PICT-1
Z93242.1,nan
MBLAC2,DKFZp686P15118|MGC46734
AC108713.1,nan
ABBA01037348.1,nan
LUADT1,nan
LINC01307,RP11-157N3.1
AC011601.1,nan
OR5B19P,nan
AL133383.4,nan
LYPLA1P2,nan
AL512641.1,nan
AC022211.3,nan
CYP2AC1P,nan
AC009153.1,nan
AC008622.1,nan
AL031599.1,nan
HNRNPA3P5,nan
AL831737.1,nan
AL138812.1,nan
AL390726.1,nan
XIRP2-AS1,nan
AC010336.7,nan
AC242988.2,nan
ASNSP4,nan
CNTFR-AS1,nan
CYB5D2,MGC32124
SLCO4A1,SLC21A12|OATP4A1|OATP-E
RASSF1-AS1,ANRASSF1
AC090692.1,nan
TRMT112P2,nan
GAPDHP37,nan
IGLC2,IGLC
AC122688.4,nan
AC092324.1,nan
AC114801.3,nan
AC096745.1,nan
AC078983.1,nan
MTCH1,PSAP|CGI-64|SLC25A49
SPOCK3,testican-3
AC006158.2,nan
ASH1L-IT1,nan
DHRS11,SDR24C1|MGC4172
AL354718.1,nan
AC097375.1,nan
GRAMD1C,DKFZp434C0328
LINC00307,NCRNA00307|D21S2091E
RN7SKP220,nan
LINC01209,nan
AL033527.3,nan
GTF2F2P2,nan
TRBV20-1,TRBV201|TCRBV2S1|TCRBV20S1
TRAJ23,nan
UPP1,UPASE|UP|UDRPASE|UPP
AC104118.1,nan
AC093423.2,nan
GAPDHP50,nan
LINC02578,RP11-127L21.1
AL356585.8,nan
ZNF106,SH3BP3|ZFP106|ZNF474
SERINC4,FLJ40363
AC006076.1,nan
AC004835.2,nan
ABTB2,ABTB2A|BTBD22|DKFZP586C1619
MIR4436A,hsa-mir-4436a
RNU1-30P,nan
AC027369.3,nan
GSTM3P2,nan
AC275454.1,nan
RN7SKP29,nan
ITFG1,TIP|LNKN-1|CDA08
CLSTN2,CS2|CDHR13|CSTN2|FLJ39113
TMEM79,MATT|MGC13102|FLJ32254|FLJ16057
ALDH7A1P4,ATQL4
LINC01478,nan
CHMP4B,VPS32B|C20orf178|Shax1|SNF7-2|dJ553F4.4
GOT2P5,GOT2Y
PALM,PALM1|KIAA0270
AC007333.2,nan
AC124944.1,nan
AC004542.3,nan
MOGAT1,MGAT1|DGAT2L1|DGAT2L
BX284668.6,nan
AC009947.2,nan
AC006359.5,nan
MIR4313,hsa-mir-4313
RPS12P16,nan
CLSTN2-AS1,nan
OR6B2,OR6B2P
DRAM2,WWFQ154|MGC54289|RP5-1180E21.1|PRO180|TMEM77
RNA5SP494,RN5S494
AC093278.2,nan
AC013437.2,nan
LINC02236,RP11-332J15.1
AC099509.2,nan
VCAN,CSPG2|PG-M
AL354719.1,nan
GMPR2,nan
EDRF1-DT,nan
CLC,Gal-10|MGC149659|LGALS10
MRGPRX8P,nan
ELOCP9,TCEB1P9
AL008721.2,nan
SPATS1,FLJ25442|SRSP1|SPATA8
AC073111.3,nan
AL035456.1,nan
AC079841.1,nan
ZNF528-AS1,nan
C5orf51,LOC285636
GCNT2,bA421M1.1|CCAT|NACGT1|NAGCT1|II|ULG3|GCNT5|bA360O19.2|IGNT
LINC02793,nan
AC004925.1,nan
SLC17A3,NPT4
ATP13A5-AS1,nan
AC020763.1,nan
RMND5B,GID2|FLJ22318|GID2B
IGLV3-32,nan
AL132838.2,nan
AC002347.2,nan
AC060766.4,nan
AC107934.2,nan
AC245884.3,nan
FAM243B,nan
AL442663.3,nan
C11orf91,nan
BNIP3P9,nan
PDGFC,SCDGF|fallotein
AC020743.1,nan
RASL10B,VTS58635|RRP17
PRICKLE2-AS2,nan
LNCOG,RP11-54A9.1|LINC02407|lncRNA-OG
AC010809.3,nan
AC105105.3,nan
SEPTIN2,KIAA0158|NEDD5|hNedd5|Pnutl3|DIFF6|SEPT2
RPRML,MGC43894
RPL31P13,nan
AL160163.2,nan
MRRF,RRF
TMEM74B,C20orf46|FLJ11190
TRBV6-8,TCRBV6S8|TCRBV13S7P|TRBV68
RN7SL58P,nan
SS18,SSXT|SYT
AP003064.1,nan
AL772155.2,nan
AC135178.7,nan
MMP25-AS1,nan
H2BC2P,H2BFVP|HIST1H2BPS1|bA317E16.4
PAGE4,CT16.7|PAGE-4|GAGEC1
SALRNA3,XLOC_025918|SAL-RNA3
SOCS2P2,nan
KSR1,KSR|RSU2
AC090907.2,nan
EXOC5P1,nan
GPSM1,DKFZP727I051|AGS3
CHP1,p22|p24|SLC9A1BP|Sid470p|CHP
AC016831.6,nan
C7orf66,nan
NPLOC4,NPL4|FLJ20657|KIAA1499
FBXO39,CT144|Fbx39|MGC35179
MIR8079,hsa-mir-8079
SMIM39,nan
AP003733.2,nan
S100A13,nan
AC008393.2,nan
AC114964.2,nan
NLRP10,NOD8|Pynod|CLR11.1|NALP10|PAN5
AC011904.1,nan
CACNA1C-AS2,nan
ATP5PFP1,ATP5JP1
RPL19P1,dJ860F19.2
H2ACP1,HIST1H2APS6
DHFR2,DHFRP4|DHFRL1|FLJ16119
LRPAP1,RAP|A2MRAP|HBP44
AL355674.1,nan
CPSF2,KIAA1367|CPSF100
RNA5SP96,RN5S96
FGF2,FGFB
DYRK1A,MNBH|DYRK1|DYRK
MIR1185-2,MIRN1185-2|hsa-mir-1185-2
GARS1P1,GARSP1
TMEM63B,DKFZp434P0531|C6orf110|dJ421H19.2
RNU6-713P,nan
HMGB1P15,nan
MIR4291,hsa-mir-4291
AC079395.2,nan
EEF1A1P41,nan
GABRA4,nan
TSTD3,nan
CNTN4-AS2,nan
AC011239.1,nan
IL21R,CD360
AC024580.3,nan
AC073348.2,nan
MIR4721,hsa-mir-4721
GU182352.8,nan
AL121781.1,nan
ABCC9,CMD1O|SUR2
SEPTIN14P19,SEPT14P19
AC138907.5,nan
RNU6-824P,nan
AC092100.1,nan
ZNF28,DKFZp781D0275|KOX24
AC091564.2,nan
CADM3,Necl-1|TSLL1|IGSF4B|BIgR|NECL1|SynCAM3|FLJ10698
MFSD13A,TMEM180|FLJ22529|bA18I14.8|C10orf77
AC004158.1,nan
HNRNPA3P9,nan
AC008984.4,nan
AL358779.1,nan
RNA5SP57,RNA5SP58|RN5S58|RN5S57
RNU6-336P,nan
LINC02287,nan
AC082650.2,nan
SEC24B,nan
AL157831.3,nan
AC069257.2,nan
AC061999.1,nan
LINC00921,FLJ39639
WBP11,SIPP1|NPWBP|PPP1R165
FOXD1,FKHL8|FREAC4
AL031681.2,nan
AURKAIP1,FLJ20608|AKIP|AIP
AC064862.3,nan
AC211469.2,nan
SNAI1P1,SNAI1L1|SNAI1L|SNAI1P
AC087741.1,nan
AC091932.1,nan
SNORD64,HBII-13
MAS1LP1,OTTHUMG00000086553|MAS1LP
AC091841.1,nan
BX547991.2,nan
AC013549.2,nan
MAPK9,p54a|SAPK|PRKM9|JNK2
MTND2P30,nan
U62317.1,nan
AC011498.5,nan
HADHAP1,HADHAP
TBPL1,TLF|TRF2|TLP|STUD
SPATA20,FLJ21347|Tisp78|SSP411
AC090589.2,nan
AL590666.2,nan
AC244213.1,nan
PRR13,FLJ23818|DKFZP564J157
UGT2A1,nan
IGHG4,nan
PDXK,MGC15873|PRED79|FLJ21324|PNK|C21orf97|C21orf124|PKH|FLJ31940
TBXA2R,nan
DMRTC1,nan
SHE,nan
MAGEA2B,MAGEA2|MAGE2|MGC16973|MAGEA2b
MIR6816,hsa-mir-6816
ESRG,HESRG
ACAT1,THIL|ACAT
AL359852.1,nan
AC112492.2,nan
TMOD3,UTMOD
AC055876.4,nan
AL354713.1,nan
KRT18P53,nan
AP004609.3,nan
GADL1,nan
AC074035.1,nan
AC116353.6,nan
AC242988.1,nan
RN7SKP80,nan
MIR4718,hsa-mir-4718
LINC01269,nan
AC123912.5,nan
SNORD114-10,14q(II-10)
AL356583.1,nan
KIR3DL2,nkat4b|nkat4|nkat4a|cl-5|CD158K
AC073130.3,nan
RNA5SP245,RN5S245
AC087763.2,nan
NEK5,nan
C21orf91-OT1,D21S2089E|NCRNA00285
RNU6-880P,nan
IDS,ID2S|SIDS
TUBB4BP2,nan
RARRES2P5,nan
SELENOKP3,nan
MIR4431,hsa-mir-4431
LINC01868,nan
RNF170,SNAX1|DKFZP564A022|ADSA
AC068700.2,nan
AC010095.1,nan
AP004609.5,nan
AC113347.1,nan
AC104035.1,nan
AL034430.2,nan
RNU6-1340P,nan
AC016813.1,nan
AL691482.1,nan
IPO7,RANBP7|Imp7
SPATA5L1,MGC5347|FLJ12286
AC026785.2,nan
AC006441.2,nan
RAB40C,RARL|RASL8C
AC010546.1,nan
NUP58,KIAA0410|NUPL1|NUP45
FRG1-DT,nan
INSYN2A,FAM196A|FLJ45557|C10orf141|INSYN2
AP002856.4,nan
DCAF17,FLJ13096|C2orf37
TTC41P,GNNP
RBM26-AS1,nan
OR4B1,OST208
UNC13D,Munc13-4
CMTM4,CKLFSF4
AC027369.4,nan
RN7SKP46,nan
SNORD3G,nan
LINC02615,nan
AL162311.2,nan
AC012065.3,nan
OR52N5,OR52N5Q
AC112229.3,nan
Z99297.1,nan
DUOXA2,nan
AC004987.3,nan
CAMKV,MGC8407|VACAMKL
AC009063.3,nan
AP003730.1,nan
AL161669.3,nan
KRT17P5,nan
RNA5SP196,RN5S196
MIR548H5,hsa-mir-548h-5
PPIAL4A,COAS2|PPIAL4|PPIAL4B
CRNN,C1orf10|SEP53
LINC02556,nan
AC016746.1,nan
CMIP,nan
SNORD34,RNU34|U34
CNTN4,BIG-2
LINC01961,nan
TRARG1,BEC-1|DSPB1|IFITMD3|TUSC5|LOST1
IRF8,IRF-8|ICSBP1|ICSBP
AC090517.1,nan
RBM6,3G2|g16|DEF-3|NY-LU-12|DEF3
AC055714.1,nan
AC270285.2,nan
OR2AH1P,nan
AC093642.6,nan
ELOA3C,nan
PRYP3,nan
CLEC4GP1,nan
AC128657.1,nan
FERMT2,UNC112B|KIND2|PLEKHC1|mig-2
AC024619.3,nan
AC048380.3,nan
RBM22P1,nan
AC129102.1,nan
MME-AS1,nan
MKNK1-AS1,nan
TATDN2P2,nan
GRK7,GPRK7
RPL12P5,nan
LGR6,FLJ14471
AC104389.1,nan
LINC02766,nan
N4BP2,B3BP
PLA2G5,nan
ZSCAN2,FLJ20595|ZNF854|ZFP29
IGLV5-52,nan
AC034205.3,nan
AC013439.1,nan
MFN2,CPRP1|MARF|KIAA0214|CMT2A2
AC027575.1,nan
FAM90A13P,FAM90A13
TTLL13P,FLJ46079|TTLL13|MGC33417
ZNF572,FLJ38002
RNA5SP200,RN5S200
AL627422.2,nan
PTGES3P2,nan
AC105021.1,nan
AL031058.1,nan
PROSER2,MGC35403|C10orf47
RNU6-1204P,nan
AL121578.2,nan
TRMT13,CCDC76|FLJ10287|FLJ11219
AC008073.1,nan
PRXL2AP1,FAM213AP1
TTPA,AVED
ATP8A1,ATPIA
RN7SL385P,nan
GPAA1,GAA1|hGAA1
Z82202.1,nan
AC087632.2,nan
ZNF362,lin-29|FLJ25476|RN
CARHSP1,CSDC1|CRHSP-24
Z95115.2,nan
AL590762.4,nan
AL139424.3,nan
ELOCP3,dJ254P11.1|TCEB1P3
AC026369.5,nan
FAM187B,TMEM162|FLJ25660
TRBVB,TCRBV34S1
AL513185.4,nan
LINC02520,nan
ARHGAP42P1,nan
C9orf139,FLJ36268|FLJ42909
AC004253.1,nan
SMARCE1P5,nan
RPL7P54,nan
C1orf167-AS1,nan
TFPT,INO80F|amida|FB1
H2BC8,H2B.1A|HIST1H2BG|H2B/a|H2BFA
ARHGAP42P3,OPHN1P1
AC138965.3,nan
RNA5SP509,RN5S509
AC093462.1,nan
TRIM14,KIAA0129
DCAF13,WDSOF1|DKFZP564O0463|HSPC064|Gm83|Sof1
MACROD2-AS1,BA318C17.1|NCRNA00186
AC243960.6,nan
AC109635.5,nan
CHAT,nan
GATA2,NFE1B
AC023141.3,nan
RNU6-335P,nan
AHNAK2,C14orf78
CEBPG,GPE1BP|IG/EBP-1
SLC2A12,GLUT12|GLUT8
ERCC6L,FLJ20105|RAD26L|PICH
AC004832.1,nan
AL160270.1,nan
AL033381.2,nan
RAB6B,nan
KCTD6,MGC27385|KCASH3
AL359715.1,nan
RYK,RYK1|D3S3195|JTK5|JTK5A
DYRK2,nan
RNU6-547P,nan
STK4,KRS2|YSK3|MST1
RNU6-1233P,nan
AL122001.1,nan
PDLIM4,RIL
TAF9BP2,nan
PSMC1P3,nan
AL157827.1,nan
AC104027.1,nan
SLC35E4,nan
AL133335.2,nan
AC018865.1,nan
USP12,USP12L1
AL391832.1,nan
PRYP1,PRY4P|PRYP7
SNORA30,SNORA30A|ACA30
MMP13,CLG3
MND1,GAJ
PAQR9-AS1,nan
MAL2,nan
PPP5D1,nan
RBMY1F,MGC33094
AC109131.1,nan
OR5BT1P,nan
LINC01921,nan
AC104758.3,nan
KRT8P51,nan
NFKB1,NF-kappaB|KBF1|p105|NF-kB1|NFkappaB|NFKB-p50|p50
AC241584.2,nan
ADGRG4,RP1-299I16|GPR112|PGR17
PRPSAP1,PAP39
F2,nan
AC022483.2,nan
AL390241.1,nan
EPHB3,ETK2|Tyro6|Hek2
LSR,ILDR3|LISCH7
AL356421.1,nan
SLC2A4RG,Si-1-2-19|GEF|HDBP1|Si-1-2
AC005999.2,nan
LAIR1,CD305
AP001011.1,nan
PCDHGB2,PCDH-GAMMA-B2
LY6E,RIG-E|TSA-1|SCA-2
SYTL1,exophilin-7|FLJ14996|SLP1|JFC1
GMPPA,nan
AC069304.1,nan
HGFAC,HGFAP|HGFA
CLEC9A,DNGR-1|CD370|UNQ9341|HEEE9341
Z69713.1,nan
AC007610.3,nan
LAMTOR5P1,HBXIPL|HBXIPP1
NCKIPSD,ORF1|WISH|DIP1|SPIN90|WASLBP|AF3P21
AL049874.2,nan
ADGRB2,BAI2
MX2,MXB
MTND4LP7,nan
PPIG,SCAF10|SRCyp|CARS-Cyp
MIR548L,MIRN548L|hsa-mir-548l
AL022345.1,nan
RNU7-195P,nan
MIXL1,MIXL|MILD1
ARMCX1,GASP7|ALEX1
TMEM251,DKFZP564F1123|C14orf109
FAM107B,C10orf45|MGC11034|HITS|FLJ45505
MIR302F,MIRN302F|hsa-mir-302f
NAB2,MADER
AC106037.2,nan
MIR601,MIRN601|hsa-mir-601
PSENEN,PEN2
AL162385.2,nan
H3P34,nan
AC006478.1,nan
OTP,nan
TUBA3FP,nan
DNAJB2,CMT2T|HSJ1|HSPF3
AP001085.1,nan
CYCSP48,HCP48
OR4C45,nan
ALDOAP1,nan
AC275401.4,nan
ST20-AS1,FLJ33788|C15orf37
CDHR5,FLJ20219|MU-PCDH|MUPCDH|MUCDHL
NR2F1-AS1,FLJ42709
LEMD2,NET25|dJ482C21.1|LEM2
JPH3,TNRC22|JP-3|HDL2|JP3|CAGL237
SLC44A1,CTL1|CDW92|CD92|CHTL1
AC138907.10,nan
FAM122B,RP11-308B5.5|DKFZp686L20116
AL645949.2,nan
U62631.1,nan
AL121890.2,nan
LINC00903,LSAMP-AS2
AP000692.1,nan
RPSAP63,nan
MT-TC,trnC|MTTC
MS4A5,CD20L2
AL021153.1,nan
AC092809.4,nan
AC138749.8,nan
MTND3P24,nan
AL031297.1,nan
IGHVII-51-2,IGHV(II)-51-2
DEFB105B,DEFB-5|BD-5
HIC2,ZBTB30|KIAA1020|ZNF907|HRG22
AC002465.1,nan
AC020909.3,nan
IDH1,nan
CR383656.9,nan
KRT18P33,nan
AL022724.1,nan
CYP2R1,nan
MIR3934,hsa-mir-3934
ZNF18,Zfp535|ZNF535|ZKSCAN6|HDSG1|KOX11|ZSCAN38
AC129507.6,nan
ALS2CL,DKFZp686I0110|RN49018|FLJ36525
ZNF32,KOX30
CT45A3,CT45-3|CT45-4|CT45.4|CT45A4|CT45.3
RNA5SP34,RN5S34
RNU4-86P,nan
RN7SL638P,nan
CICP5,nan
AC133041.1,nan
AL355607.2,nan
AL358612.1,nan
MIR1972-1,MIR1972|hsa-mir-1972
SEMA4F,SEMAM|SEMAW
AL590002.1,nan
LIN9,TGS
AC018755.2,nan
AP000781.2,nan
SNORD16,U16
CAV1,CAV
AC103987.4,nan
AC016747.1,nan
OR4A2P,nan
AC211433.1,nan
HSPD1P16,HSPD1-13P
RNA5SP38,RN5S38
AC010408.1,nan
IGHD1OR15-1A,IGHD1/OR15-1A|IGHD1OR151A
AC090517.2,nan
AC136604.2,nan
AC104115.2,nan
AC011467.5,nan
AC133530.1,nan
RN7SKP121,nan
SNORD109A,HBII-438a
KCTD4,bA321C24.3
PHBP7,nan
ZNF738,nan
WDR54,FLJ12953
OR5G5P,nan
AC239727.1,nan
PPARA,PPAR|hPPAR|NR1C1
BMS1P7,bA164N7.1|OTTHUMG00000018163|BMS1LP7
CAND2,KIAA0667|TIP120B|Tp120b
CYCSP24,HCP31|HC3|HCP24
HNRNPA1P41,nan
CYP4A22,nan
RNU6-1140P,nan
IGHVIV-44-1,IGHV(IV)-44-1
GCG,GLP1|GLP-1|GLP2|GRPP
AC074096.1,nan
AC104316.2,nan
AC087783.1,nan
LINC01410,nan
EPB41L1,4.1N|KIAA0338
AC068587.7,nan
MDP1,MGC5987|FN6Pase
AC105450.1,nan
MYOM3,FLJ35961
NEK2P4,nan
DPH5,CGI-30
FAM90A6P,nan
SNX18P3,nan
SUSD1,DKFZP761E1824
ALOX12P2,nan
PTPRB,PTPB
AC110053.1,nan
AP001350.2,nan
TRBJ1-2,TCRBJ1S2|TRBJ12
AC012564.1,nan
RPS6P4,nan
TBX4,nan
