gene_name,gene_synonym
Mir6365,mmu-mir-6365
Gm29576,nan
Gm8254,nan
Gm13478,nan
Gm45508,nan
Gm23056,nan
A330048O09Rik,nan
Gm15825,nan
Gm28835,nan
Gm19611,nan
5930435M05Rik,nan
Gm48752,nan
Gm43169,nan
1700044K03Rik,nan
Tnfrsf25,TRAMP|Wsl|Tnfrsf12|DR3|WSL-1|APO-3|TR3|LARD|WSL-LR|DDR3
Snora35,MBI-36
Folr1,Folbp-1|Folbp1|folate receptor [a]|folate-binding protein 1|FBP1
Wwox,5330426P09Rik|9030416C10Rik|WOX1
Gm49202,nan
Fstl3,E030038F23Rik|Flrg
Gm28815,nan
Notch4,Int3|N4|Int-3
Ing3,1300013A07Rik|P47ING3
Gm3194,nan
Gm7957,nan
Gm22655,nan
Gm25985,nan
Gm39383,nan
Gm7665,nan
Spem2,4933402P03Rik
Defb41,9230102D03Rik|Gm15386
Gm29161,nan
Aim2,Ifi210|LOC383619
Gm5362,nan
Igkv8-18,nan
Aplp2,nan
D330025C20Rik,nan
Gm38255,nan
Olfr1148,GA_x6K02T2Q125-49334566-49335510|MOR264-7
Caap1,5830433M19Rik
Gm29001,nan
Gm15230,nan
Gm29014,nan
4933407L21Rik,nan
Gm22937,nan
Ccl7,MCP-3|Scya7|fic|marc|mcp3
Mxd1,Mad|Mad1
Acp4,EG546967|Acpt
Gm13432,nan
Trim14,5830400N10Rik
Wnk4,Prkwnk4|2010002J11Rik
Plxna2,OCT|Plxn2|2810428A13Rik|PlexA2
Tmed7,3930401E15Rik|5830493P14Rik
Gm23400,nan
Gm28723,nan
Gm47057,nan
Gm24135,nan
Gm23229,nan
Gm36888,nan
Gm40319,nan
Gm11862,nan
Tyms-ps,nan
Taf6l,C530024J06Rik|2810417N14Rik|PAF65A
4930566F21Rik,nan
3010001F23Rik,nan
Gm18605,nan
Kbtbd2,Bklhd1
Gm17134,nan
Hapln4,Bral2
Gm25875,nan
Gm11857,nan
Gm22929,nan
Gm44676,nan
Gm42686,nan
Gm28249,nan
Grsf1,D5Wsu31e
Krtap11-1,Hacl1|PRED29|KAP11.1
Gm19016,nan
Gm39384,nan
Gm36948,nan
Gm38378,nan
Gm50070,nan
Gm20163,Gm45763
Mctp2,LOC244049
Sgpp2,nan
H60c,Gm9491|4632413I24Rik
Rpl36a-ps4,Gm13635
AC123873.1,nan
Gm13709,nan
Gm47654,nan
Mmp16,MT3-MMP|Membrane type 3-MMP
Gm12251,nan
Gm9072,nan
Gm20660,nan
Smim5,2210020M01Rik
Trmt10a,Rg9mtd2|3110023L08Rik
Gm8582,nan
Gm42844,nan
Fam170b,4922501K12Rik
Stard10,PCTP2|Pctpl|Sdccag28|PC-TP2|NY-C0-28|CGI-52|TISP-81
Gm47455,nan
Gramd3,9130427A09Rik|9030613F08Rik
Crip1,Crip|CRP1
Gm14355,nan
Commd6,1700063H17Rik|1110059J08Rik
Lypd4,4933400F01Rik
Gm46629,nan
Gm14107,nan
Nrcam,C130076O07Rik|Bravo|C030017F07Rik
Gm18592,nan
5430427O19Rik,nan
Esm1,0610042H23Rik
Vmn2r-ps68,EG620683
4933435F18Rik,nan
Gm27297,nan
Gm4230,nan
Gm2203,nan
Dtymk,TYPK|mtmk|D10Ertd203e|Tmk|CDC8
2610008E11Rik,nan
Cdc25a,D9Ertd393e
Gm33027,Gm44591
Gm26276,nan
Gm26838,nan
Gm11218,nan
Gm24748,nan
Gm22139,nan
Gm28629,nan
Gm48412,nan
DQ267102,Im snoRNA 3
Dtd2,B830049N13Rik|6530401N04Rik|4930578F06Rik
Mir675,Mirn675|mir 675|mmu-mir-675|mir-675
Gm47838,nan
Gm14718,nan
Tubb2b,brdp|2410129E14Rik
Gm49810,nan
Slc25a5-ps,Gm8429
Ptprb,3230402H02Rik|VE-PTP
4930434O05Rik,nan
Tnnt2,cTnT|Tnt|cardiac TnT
Igkj1,nan
Ltbp2,nan
Oxld1,1810049H13Rik
Gm23665,nan
Gm22059,nan
Gm24819,nan
Gm43186,nan
Gm45911,nan
Gm24097,nan
Gm11870,nan
Oit1,2310076N21Rik|Fam3d|EF-7
Zfp185,P1-
Mir688,mir 688|Mirn688|mmu-mir-688
Rpl17-ps11,Gm16207
Gm24379,nan
AC102368.1,nan
Rrp1,Nnp1|NNP-1
Gm43572,nan
Gm11789,nan
Tmcc1,3632431M01Rik
Vmn1r192,V1ri1
Gm22166,nan
Gm10794,nan
Gm38323,nan
Gm44236,nan
Gm37324,nan
Lrba,Lba|D3Ertd775e
Gm3785,nan
Myhas,lnc-mg|Gm12300
Nme7,D530024H21Rik|protein expressed in (nucleoside-diphosphate kinase)|Nm23-M7|nucleoside-diphosphate kinase|non-metastatic cells 7
Abhd15,1300007F04Rik
Arrb2,beta-arrestin-2|Arr3|beta arr2|arrestin 3|beta-arrestin2
Gm8296,nan
Gm9013,nan
Gm13630,nan
Gm2182,nan
Gm29518,nan
March6,F830029L24Rik
Gm16982,nan
Gm22565,nan
Mir1899,Mirn1899|mmu-mir-1899
Gm5199,nan
Gm27493,nan
Gm45766,nan
Gm48956,nan
Gm5711,nan
Gm48284,nan
Egfl8,NG3
Mir6374,mmu-mir-6374
Sardh,nan
Gm15715,nan
Gm14116,nan
Gm25131,nan
Pip5k1bos,4930418C01Rik
Gm10161,nan
Gm44785,nan
Gm25015,nan
Gm29028,nan
Nkx1-1,Nkx-1.1|Sax2
A230087F16Rik,nan
Sppl2a,C130089K23Rik|2010106G01Rik
1700025F24Rik,nan
Gm28023,nan
Gm47169,nan
Gm47828,nan
Gm9795,nan
4930534H03Rik,nan
Mepce,D5Wsu46e|Bcdin3
Gm13867,nan
Gm23419,nan
Pam16,Magmas|Tim16|2010110I09Rik|CGI-136
Ibsp,Bsp2|bone sialoprotein|Bsp
Gm18550,nan
Olfr1302,GA_x6K02T2Q125-72831562-72832500|MOR248-3
Gm44377,nan
Gm26532,nan
Gm14628,EG623444
Gm43788,nan
Gm16211,nan
Gabre,nan
Gm16531,nan
Gm42547,nan
Gm26712,nan
Usp47,A630020C16Rik|4930502N04Rik
Gm28337,nan
Gm41333,nan
Asic5,brain-liver-intestine amiloride-sensitive sodium channel|Accn5|BLINaC
Crlf3,cytor4|Creme9
Gm48265,nan
Gm20613,nan
H2-M10.5,6.9H
Gm43329,nan
Gm13577,nan
Adamts14,TS14|Adamts-14
Csnk1g3,C330049O21Rik|3300002K07Rik
9330179D12Rik,nan
Gm37326,nan
Gm37867,nan
Gm11904,nan
Gm47951,nan
Gm5414,nan
Opalin,Tmp10|Tmem10
Gm20751,nan
Gm22361,nan
Gm28297,nan
Lrat,1300010A18Rik
Gm49848,nan
Mir208a,mmu-mir-208|Mirn208a|mir-208|mmu-mir-208a|Mirn208
2310015A16Rik,nan
Tspyl2,E130307F10Rik|DXHXS1008E|DENTT|CINAP|DXBwg1396e
Zfp986,Gm13235
Bbof1,2900006K08Rik|Ccdc176
Rgs19,2610042F04Rik
Gm29047,nan
Nol6,Nrap
Ccnj,D430039C20Rik
Gm42710,nan
Wars2,TrpRS|9430020O07Rik
Smad6,b2b390Clo|Madh6|Smad 6
Gm47691,nan
Gm43661,nan
Gm38038,nan
Olfr699,MOR283-10P|GA_x6K02T2PBJ9-9168355-9167405
Gm12313,nan
Platr9,2410114N07Rik
Gm7299,nan
Gm44604,nan
Zfp462,9430078C22Rik|Gt4-2|Zfpip
Gm44989,nan
Gm48740,nan
Vmn1r-ps120,Gm11317
Gm31763,nan
Dync1li1,Dnclic1|1110053F02Rik|LIC-1
Gm38270,nan
MF597757.1,nan
Tro,magphinin-beta 2|Maged3|Maged3l|magphinin|Tnn|trophinin-2|Trol|magphinin-gamma|magphinin-alpha|necdin and trophinin like
Gm50485,nan
Gm47514,nan
Cdh23,ahl|nmf112|bob|4930542A03Rik|USH1D|sals|mdfw|nmf252|nmf181
Gm14021,nan
Gm18764,nan
Lancl2,1700003F10Rik
Gm24722,nan
Gm37061,nan
Ripk4,PKK|ANKK2|Ankrd3|RIP4|DIk
Gm4940,nan
Gm30808,nan
Elf5,ESE-2
Krt12,Krt1-12|K12
4930527B05Rik,nan
Rif1,5730435J01Rik|D2Ertd145e|6530403D07Rik
Lhfpl1,Lhfp
Tyrp1,TRP1|Tyrp|Oca3|TRP-1|isa
Adgrg4,PGR17|Gpr112|LOC236798
Gm7439,nan
Gm13240,nan
Slc7a14,nan
Tmem200b,EG623230
Gm38318,nan
Zbtb41,8430415N23Rik|9830132G07Rik
Gm19181,nan
Mindy2,B230380D07Rik|Fam63b
Zfp264,nan
Meioc,Gm1564|LOC268491|LOC380729
Gm43106,nan
Bglap3,ORG|mOC-X|Bglap-rs1
Ctla2a,Ctla-2a
Gm35412,nan
Gm38309,nan
Gm14390,nan
Nnt,4930423F13Rik
Mir3084-1,mmu-mir-3084|Mir3084|mmu-mir-3084-1
Gm8855,nan
Gm43980,nan
AA645442,nan
Gm14038,EG433478
Gm1604a,nan
Gm23124,nan
Olfr783-ps1,MOR114-10P|GA_x6K02T2PULF-11057421-11058008
Chd1,4930525N21Rik
Plekhb1,PHR1|Phret1|evt-1
3110006O06Rik,nan
Kif21a,N-5 kinesin
Gm42679,nan
Gm23666,nan
Gm38353,nan
Iqcf5,1700007L12Rik
Olfr1192-ps1,MOR225-11|GA_x6K02T2Q125-50131417-50131917
Akr1c18,20alpha-hydroxysteroid dehydrogenase|20alpha-HSD
Vmn1r-ps132,Gm11328
9430041J12Rik,nan
Mamstr,2810022D01Rik|MASTR|5430432N15Rik
Gm42546,nan
Tmem67,b2b1291.1Clo|b2b1163.1Clo|5330408M12Rik
Ascc1,ASC1p50|1810015P09Rik|CGI-18
Tigd3,nan
Gm19198,nan
Magi1,Baiap1|Gukmi1|BAP1|AIP3|WWP3
Foxa3,Hnf3g|Tcf-3g|Hnf-3g|Tcf3g
Lck,p56<lck>|Hck-3
Gm16046,nan
Gm38382,nan
Slc24a4,A930002M03Rik|NCKX4
Gm17214,nan
Gsdma3,Gsdm3|Fgn|Dfl|Gsdm1l|Bsk|Rim3|Rco2
Gm21751,nan
Gm27016,nan
Gm29280,nan
Gm48474,nan
Gm17821,nan
Mir466g,mmu-mir-466g|Mirn466g
Gm29961,nan
Gm28308,nan
Gm16433,nan
Muc13,Ly64|114/A10
Gm5157,nan
9630041A04Rik,nan
Gm42372,nan
4933427D14Rik,nan
Olfr170,GA_x54KRFPKG5P-16052703-16051765|MOR273-2
Ccnh,6330408H09Rik
Vmn2r-ps119,EG665344
Emx1,nan
Usp8,Ubpy
Fbxl7,D230018M15Rik|FBL7|Fbl6
Cd80,Ly-53|Cd28l|B7.1|Ly53|B7-1
Upf2,nan
Gm8825,nan
Gm48033,nan
Gm43541,nan
Gm2007,nan
Asah1,acid ceramidase|2310081N20Rik
Gm6978,nan
Gm48017,nan
Ap2a2,2410074K14Rik|L25|alpha-C adaptin|alpha-adaptin C|Adtab
Gm11398,nan
AU022751,nan
Gm10513,nan
Gm11957,EG625729
4933416I08Rik,nan
n-R5s36,nan
Grem2,Prdc
Gm38315,nan
Lrrc3b,LRP15
Gm19503,nan
Mir7029,mmu-mir-7029
Gm35323,nan
Gm42890,nan
Gm31834,nan
Gm2253,nan
Gm37820,nan
Gm13172,nan
Nenf,neudesin|1110060M21Rik
Mybl1,A-myb|G1-419-6|repro9
Gm5171,nan
Gm23045,nan
Gm43694,nan
Mmut,D230010K02Rik|Mut
Gm11724,nan
AC122861.1,nan
Gm35960,nan
Hs3st5,LOC382362|D930005L05Rik
Pirb,Gp91|Lilrb3
Nipbl,4921518A06Rik|4933421G18Rik
Gm29111,nan
Vmn1r-ps136,nan
Gm47696,nan
Gm21836,nan
Nol4,4930568N03Rik|LOC383304|1700013J13Rik
Pih1h3b,E230019M04Rik
Nifk,Mki67ip|C130020J04Rik
Olfr694,MOR283-9|GA_x6K02T2PBJ9-9067220-9066273
Gm3835,nan
Gm34780,nan
Neurl4,0610025P10Rik
Gm17149,nan
Tbc1d25,Oatl1|mMg81|DXHXS7927e|6330576A08Rik
Gm23286,nan
Gm25886,nan
Gm5507,nan
Gm49998,nan
Gm50259,nan
Krt90,4732456N10Rik
Gm47329,nan
Gm35212,nan
Mir6402,mmu-mir-6402
Gm18204,nan
Pkd1,PC1|PC-1|polycystin-1
Gm28994,nan
Gm21983,nan
Gm13234,nan
Cdr1,Gm7077|Gm2409|Cdr34
Clec14a,1200003C23Rik
Mdm1,Mdm-1
Gm9910,nan
Krit1,Krit1|Krit1A|2010007K12Rik|A630036P20Rik|Krit1B|Ccm1
Zfp943,4930432O21Rik
Mir6922,mmu-mir-6922
Gm6588,nan
Ces1f,CesML1|TGH-2
D17H6S53E,NG34
Vipr1,VIP-R1|VIP receptor subtype 1|VPAC1
Ighv1-8,nan
Acsl4,9430020A05Rik|ACS4|Lacs4|Facl4
Gm19283,nan
Olfr151,MOR171-2|GA_x6K02T2PVTD-31408136-31407207|M71
Mst1r,Ron|Fv-2|PTK8|CDw136|STK|friend virus susceptibility 2|Fv2
Dexi,1810029J14Rik|D16Bwg0586e
Pdcl,PhLP1|1200011E13Rik
Olfr68,MOR22-3|GA_x6K02T2PBJ9-6504436-6503489|3'[b]2
Prkar2a,RII(alpha)|1110061A24Rik
Calm5,Scarf2
Gm17160,nan
Kcnd2,Kv4.2
Gm37573,nan
Gm6065,nan
Gm13792,nan
Gm20605,nan
Gm5231,nan
Rpl27a-ps2,Gm9339
Gm16239,nan
Cnfn,2210418J09Rik
Mapk8,Prkm8|c-Jun N-terminal kinase|JNK1
Gm37187,nan
Nctc1,Rhit1
Hsdl2,2610207I16Rik
Gm6451,nan
Rhox2h,Rhox2.8
Gm20275,nan
Gm37283,nan
Trav15n-3,nan
Ttll13,1700111A04Rik
Gm25603,nan
Mthfd2,NMDMC
Gm23106,nan
Rps19,Dsk3
A730020E08Rik,nan
Gm28751,nan
Cdca4,Hepp|2410018C03Rik|SEI-3
Gm45764,nan
D030018L15Rik,nan
Gm28188,nan
Slc25a42,2900084M01Rik
Gm46404,nan
Gm48451,nan
Gm15385,nan
P2ry1,P2Y1 receptor|P2Y1
Gm4868,nan
Ms4a3,haematopoietic cell-specific transmembrane-4|HTm4
Mir466k,Mirn466k|mmu-mir-466k
Gm48854,nan
Acrv1,Msa63|SP-10
Gm6542,nan
Gm19233,nan
Gm37558,nan
Cplx1,921-S
AW551984,nan
Gm47227,nan
Gm25591,nan
AF357399,MBI-142
Gm28414,nan
Prl6a1,Prlpb|PLP-B
Olfr695,MOR283-6|GA_x6K02T2PBJ9-9092181-9091234
Creb5,9430076C15Rik|Crebpa|D430026C09Rik
Lce1j,Sprrl8
Sms-ps,Gm14680|ENSMUSG00000067829
Gm14508,nan
Gm34030,Gm45357
Gm19096,nan
Kif2b,1700063D03Rik
Gm26868,nan
Snu13,Fta1|Nhp2l1|FA-1|Ssfa1|Fertilization antigen-1
Cyb5d1,LOC327951
Supv3l1,6330443E10Rik
Gm44995,nan
Gm10531,nan
Gm37334,nan
Tor3a,Adir
Mir378a,Mirn378|mmu-mir-378|mmu-mir-378a
Chil6,BC051070|BYm
Rpl5-ps2,Gm14217
Grik2,Glurbeta2|C130030K03Rik|Glur-6|Glur6
Gm37425,nan
Tmem72,C230095G01Rik
Gm37370,nan
Gm47074,nan
Gm15329,nan
Myh1,MyHC-IId/x|A530084A17Rik|IId/x|Myhs-f2|myosin heavy chain 2X|Myhsf2|IId|Myhs-f|MYHC-IIX
Nkx2-2os,Nkx2-2as|Gm14112
Gm43413,nan
Tbx19,Tpit|D1Ertd754e
Gm24448,nan
Aldoa,Aldo-1|Aldo1
Agpat2,2510002J07Rik|BSCL1|LPAAT-beta
Nfat5,B130038B15Rik|OREBP|TonEBP|nfatz
Flvcr2,Mfsd7c|CCT
Gm29748,nan
Gm42467,nan
Olfr937,MOR171-24|GA_x6K02T2PVTD-32756567-32755632
Gm3829,nan
Ccnyl1,9630037P07Rik
Gm28191,nan
Gm45822,nan
Gm10350,nan
Gm37063,nan
Tchhl1,S100a17|Thhl1
Gm47894,nan
mt-Nd5,0610010I05Rik|URF5
Gm22537,nan
Xylb,nan
Gm24465,nan
Saysd1,4930488P03Rik|1810063B07Rik
Defb40,nan
Myo3b,A430065P19Rik
Rps19-ps14,Gm15052
Gm44080,nan
Gm26850,nan
Nlrp4g,nalp4g
Gm10772,nan
Nme4,5730493H09Rik|protein expressed in|2610027N22Rik|NM23-M4|non-metastatic cells 4|2810024O08Rik
Obox3-ps3,Gm8064
Got1,cytosolic aspartate aminotransferase|cAspAT|Got-1
Adra2b,Adra-2b|alpha2B|[a]2B|a2b-AR
Mbl1,MBL-A|MBP-A
Gm43727,nan
Olfr851,MOR155-1|GA_x6K02T2PVTD-13234278-13235216
Ighv1-71,nan
Wnt11,nan
Gm10092,nan
Gm17100,nan
Gm20540,nan
Gm37841,nan
Mir6999,mmu-mir-6999
Gm46342,nan
Cdk5r1,D11Bwg0379e|p35|p25
4930420N18Rik,nan
Gm38298,nan
Rsl1d1,2410005K20Rik
Gm5808,nan
Mup-ps29,Gm14309
Gm18462,nan
Gm14701,EG666866
Gm2754,nan
Gm22623,nan
Ccdc187,4932418E24Rik
Abcc12,4930467B22Rik|MRP9
Ddx11,CHL1|CHLR1|4732462I11Rik|essa15a|KRG2
Vmn2r-ps5,EG667031
Gm23339,nan
Gm10415,nan
Gm49354,nan
Myoz3,Fatz-3|4833419K08Rik|calsarcin-3
Gm43562,nan
Vmn1r36,V1rc11
Gm37548,nan
Gm5643,nan
Gm5958,nan
Gm37606,nan
Gm28889,nan
Zbtb42,simiRP58|Gm5188
Gm25101,nan
Flg,profilaggrin|ft|fillagrin
Mir302c,Mirn302c|mmu-mir-302c|mir 302c
Gm22788,nan
Gm10552,nan
Clec2m,4922502D21Rik
Gm27881,nan
Zfp296,2210018A16Rik
Ank2,Ankyrin-2|ankyrin B|Ank-2|Gm4392|Ankyrin-B
Tsr2,2310007F12Rik
Olfr284,GA_x6K02T2NBG7-5395976-5396893|MOR160-4
Gm15372,nan
Gpld1,6330541J12Rik
Alkbh6,Abh6
A530064D06Rik,nan
Kdm2a,5530401A10Rik|Jhdm1a|Cxxc8|Fbl7|Fbxl11|Gm4560|lalina
Gm43701,nan
Gm49434,nan
Cnpy1,9630008K15Rik|1500012D20Rik
Gm27161,nan
Gm6883,nan
n-R5s213,nan
Dock4,EST N28122|6330411N01Rik
Gm16204,nan
Mpp4,DLG6
Rhov,A030005A06Rik|Arhv
AY074887,Mcpr1
Gm24581,nan
St8sia3os,1700091E21Rik
Mir669k,Mirn669k|mmu-mir-669k
Gm9002,nan
Gm22784,nan
Ptges3-ps,Gm9769
Gm49186,nan
Ppp1r14c,KEPI|6330514J04Rik
Gm45049,nan
Gm25578,nan
Gm17154,nan
Gm2762,1700025I17Rik
Mir6903,mmu-mir-6903
Gm46560,nan
AC132288.1,nan
Gm8883,nan
Fsip2l,Gm595|LOC209005
Gm6092,nan
Gm6650,nan
Phlpp1,Phlpp|Plekhe1
Gm13379,nan
Gm24262,nan
Gm37529,nan
Gm25747,nan
Ndufa5,2900002J19Rik
Hnrnpd,Hnrpd|Auf1
Gm17892,nan
Olfr1311,GA_x6K02T2Q125-73069292-73068354|MOR245-21
Gm22708,nan
1700081H04Rik,nan
Trim67,D130049O21Rik
Gm37590,nan
Gm35097,nan
Atad2,2610509G12Rik
Vmn1r215,V1ri2
Gcc2,0610043A03Rik|2600014C01Rik|2210420P05Rik
Gm32014,nan
Atp6v1g2,lysosomal 13kDa|VAG2|1500002D01Rik|NG38|Atp6g2
Snrnp200,U5-200KD|HELIC2|Ascc3l1|A330064G03Rik
Gm29587,nan
Slc25a41,4933406J04Rik
Gm26701,nan
Gm45669,nan
5830408C22Rik,2700026D01Rik
Map3k10,MKN28 kinase|Mlk2|mixed lineage kinase 2|MKN28 derived nonreceptor_type|serine/threonine kinase
Kcnab1,Kvbeta1.1|Akr8a8|mKv(beta)1
Gm44665,nan
Fcrl6,ENSMUSG00000070504|mIFGP6|moFcRH6|FcRH6
Mocs2,nan
Gm25876,nan
Pcdha2,nan
Phf23,2410141M05Rik
Trbv2,Tcrb-V4|Gm16752
Gm42791,nan
Brd7,CELTIX1|BP75|bromodomain protein 75 kDa
Gm29244,nan
Slc6a11,Gabt4|E130202I16Rik|GAT4|D930045G19Rik|Gat3
Mir6988,mmu-mir-6988
Mrps31,Imogen44|1500002D03Rik
Gm13665,nan
Gm47175,nan
Gm48243,nan
Gm18252,nan
Gm25595,nan
Gm11210,nan
Zfp628,Zec
Gm43420,nan
Gm27460,nan
Gm47896,nan
Gm49119,nan
Fam151a,nan
Gm7023,nan
Gm47858,nan
Eif3b,D5Wsu45e|EIF3-P116|Eif3s9
Gm22245,nan
Gm16098,nan
Vmn1r-ps3,Gm11812|Gm2063
6720464F23Rik,nan
Nptn,Sdfr1
Gm45295,nan
Gm7926,nan
Gm21881,nan
Dmd,Duchenne muscular dystrophy|pke|Dp427|Dp71|X-linked muscular dystrophy|mdx|dys
Gm49188,nan
Gm17234,nan
Mir7227,mmu-mir-7227
Gm22060,nan
Gm48205,nan
Cope,1110005D17Rik|Cope1
Tdg,E130317C12Rik|Jza1
Gm2343,nan
Gm23081,nan
Gm23880,nan
Zfp131,Znf131|2610109I01Rik
Dmkn,sk30|sk89|dermokine|1110014F24Rik|cI-36|Dmkn
Zbtb46,Btbd4|2610019F01Rik|4933406L05Rik
Gm22729,nan
Prkra,RAX|PRK|lear|Pact
Gm50474,nan
Cop1,Rfwd2|Cop1
Pcmtd2,5330414D10Rik
Gm35702,nan
2900064K03Rik,nan
Gm12425,nan
Ss18,Ssxt
Lonrf1,nan
Gm28480,nan
Gm11512,nan
Prg2,mMBP|mMBP-1|EMBP
Gm38081,nan
Gm10785,nan
Gm21830,nan
Mrrf,2400002D02Rik
Gtf2h2,p44|Btf2p44|basal transcription factor 2|44kDa|p44 subunit
Stoml1,SLP-1|WPB72|UNC-24|1810015E19Rik
Gm9984,nan
Gbp9,nan
Gm45783,nan
Gm34220,Linc-YY1
Gm12305,nan
Cyp27a1,cholesterol 27 hydroxylase|1300013A03Rik|Cyp27
Gm31432,nan
C230013L11Rik,nan
Gm47130,nan
Taf1b,4930408G01Rik|p63|mTAFI68|A230108M10Rik
Ifitm1,fragilis2|1110036C17Rik|Mil2
BC052040,nan
Ifit1bl1,Gm14446
Gm10616,nan
Gm42887,nan
Utp14a,NY-CO-16|2700066J21Rik|SDCCAG16
Gm37490,nan
Gm5510,nan
Ugdh,Udpgdh
Hip1,HIP-1|E130315I21Rik|A930014B11Rik|2610109B09Rik
Phf11,Phf11-ps|Gm6904
4930529C04Rik,nan
Gm22553,nan
BX001068.1,nan
1700028D13Rik,nan
Vmn2r-ps118,nan
Gm43999,nan
Mir539,mmu-mir-539|mir 539|Mirn539
Gm38840,nan
Gm6576,nan
Gm50272,nan
Gm44593,nan
Shisa8,CKAMP39|AI848285|Orf26
Gm22031,nan
Olfr843,GA_x6K02T2PVTD-12986331-12985390|MOR155-2
Gm42433,nan
Orm2,Orm-2
Gm44271,nan
AC119987.1,nan
Gm13685,nan
Gm23112,nan
Gm48706,nan
Gm15476,EG632216
Gm29386,nan
Gm49656,nan
Gsg1l,G630023A01Rik|C230098I05Rik
Lat,nan
1600014C10Rik,nan
4930535L15Rik,nan
Mir6966,mmu-mir-6966
Sprr2g,nan
Gm23673,nan
Gm48922,nan
Mmgt2,nan
Mir5101,mmu-mir-5101
Ms4a14,LOC383435
Gm45652,nan
Gm5778,nan
Astx1a,Gm14959
Gm25572,nan
Olfr187,MOR183-8|GA_x54KRFPKG5P-55265713-55264787
Gm49674,nan
Prim2,nan
Gm23308,nan
Gm22157,nan
Gm3211,nan
Bahcc1,nan
Gng8,G(y)8
AC109619.1,nan
Olfr1139-ps1,GA_x6K02T2Q125-49248827-49249744|Gm5026
Naa40,Nat11|4931433E08Rik
Gm27532,nan
Trgv2,Vgamma2|Tcrg-V2
Epas1,Hif like protein|HRF|MOP2|HLF|HIF-2alpha|hypoxia inducible transcription factor 2alpha|HIF2A|bHLHe73
Gm22776,nan
Gm29540,nan
Gm44910,nan
Gm27521,nan
Spg20,TAHCCP1
Gm8247,nan
Gm4898,nan
Gm7514,nan
Gm6982,nan
Gm24256,nan
Gm28872,nan
Gm12635,nan
Gm7307,nan
Gsdmcl-ps,nan
Gm18378,nan
Grm4,mGluR4|Gprc1d
Gm37534,nan
Gm37294,nan
Krtap19-2,Krtap16-1
Mtus2,5730592G18Rik|A730013O20Rik|C130038G02Rik
Gm45354,nan
Gm12314,nan
Mterf3,Mterfd1|2410017I18Rik
Gm14004,nan
Gm37696,nan
Ces2h,Gm5744
Gm25016,nan
Gm9121,nan
Gm15073,nan
Ttc7,1110035E02Rik|fsn|1700007L07Rik|hea
Kat7,Hbo1|Myst2|Hboa
n-R5s139,nan
Mir6943,mmu-mir-6943
Gm22072,nan
Gm1604b,LOC381059
Cln3,battenin
Olfr223,MOR256-30|GA_x6K02T000SA-78-1037
Gm6418,nan
Tprg,5430420C16Rik
Fhdc1,6330505N24Rik
Gm37307,nan
Mrpl35,1110066C01Rik
Nkiras2,4930527H08Rik|KBRAS2|2410003M04Rik
Gm22270,nan
Gm43171,nan
Pigp,Dcrc|Dscr5
Sept7,Cdc10
Gm48992,nan
Lmod3,5430424A14Rik
Vmn1r-ps20,Gm8370
C130051F05Rik,nan
Dhx16,DBP2|2410006N22Rik|Ddx16
Prdm1,Blimp1|PRDI-BF1|Blimp-1|b2b1765Clo
Gm4740,nan
AA619741,nan
Gm45720,nan
Nsa2-ps2,nan
Vps26b,2310075A12Rik|1810012I05Rik
Kifc5c-ps,Kifc5c|kinesin family c-terminal 5C
Gm19206,nan
Gm5149,Gm42649
Gm49741,nan
Gm25633,nan
Poldip2,1300003F06Rik|mitogenin 1
Gm48779,nan
Gm43711,nan
Gm20632,nan
Gm22985,nan
Colgalt1,2810024B22Rik|Glt25d1
Gm35013,nan
4930480M12Rik,nan
Gnpda1,oscillin|Gnp1|Gnpi|glucose-6-phosphate isomerase
Zfp473,D030014N22Rik
Bpnt1,BPntase
Gm38699,Gm21067
Agap3,Centg3|MRIP-1|Crag
Gm2238,nan
Vmn2r-ps52,nan
Vpreb1,Vpreb-1|CD179a
Gm23551,nan
Ntn4,beta-netrin
Lgr4,A330106J01Rik|A930009A08Rik|Gpr48
Gm18085,nan
Gm13698,nan
Gm11912,nan
Wnt16,E130309I19Rik
Efcab9,1700007I06Rik|4930403C08Rik
Gm44920,nan
Tmem80,5530601I19Rik
Vmn2r89,V2r10|V2r11
Akr1b7,MVDP|Avdp
Lrrc63,4921509B22Rik
Gm38344,nan
Dalrd3,6330580J24Rik
Gm16213,nan
Tnip2,1810020H16Rik|ABIN-2
Gm29725,nan
Gm45238,nan
Gm37146,nan
Pea15b,vanishin
Entpd4,1200014F22Rik|Lysal1|A430102M06Rik
Gm24967,nan
Gm33125,nan
Csrnp1,CSRNP-1|4931429D10Rik|taip-3|Axud1
Gm4308,nan
Ttn,mdm|2310036G12Rik|D330041I19Rik|1100001C23Rik|2310057K23Rik|2310074I15Rik|connectin|L56|shru|D830007G01Rik
Gpr63,PSP24beta
Hnf4a,MODY1|Nuclear receptor 2A1|HNF4 alpha|HNF-4|Hnf4|Nr2a1|Tcf14|Tcf4
Gm5828,nan
Gm614,LOC245536
Csk,nan
Adgrf5,Gpr116|8430401C09Rik
Patz1,MAZR|8430401L15Rik|Zfp278|POZ-AT hook-zinc finger protein
Snora69,Rnu69|MBI-134
Gm34093,nan
Cep68,6030463E10Rik
Gm8502,nan
Gm17965,nan
Igkv9-120,Gm5571
Gm16005,nan
Pcdhb19,Pcdhb11|PcdhbS
Crisp3,CRS3|CRISP-3|SGP28|Aeg2
